delivery_date,field_no,contract_no,slip_no,delivery_qty,batch_id
2026-04-23,008-1,1053300019,31,4.75,
2026-04-23,008-1,1053300019,32,4.75,
2026-04-23,008-1,1053300019,33,4.75,
2026-04-23,008-1,1053300019,34,4.75,
2026-04-23,008-1,1053300019,35,4.75,
2026-04-23,008-1,1053300019,36,3.0,
2026-03-05,006-1,1166200001,12,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,13,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,14,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,15,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,16,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,17,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,18,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,19,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,20,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,21,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,22,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,23,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,24,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,25,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,26,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-04-23,011-1,1130000009,1,0.5,
2026-04-23,012-1,1130000009,1,5.0,
2026-04-23,012-1,1130000009,2,5.0,
2026-04-23,012-1,1130000009,3,1.5,
2026-03-05,006-1,1166200001,27,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,28,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,29,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,30,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,006-1,1166200001,31,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,007-1,1108200006,1,0.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,008-1,1108200006,1,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,008-1,1108200006,2,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,008-1,1108200006,3,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,008-1,1108200006,4,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,008-1,1108200006,5,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-04-23,025-1,1032300038,1,4.75,
2026-04-23,025-1,1032300038,2,4.75,
2026-04-23,025-1,1032300038,3,4.75,
2026-04-23,025-1,1032300038,4,4.75,
2026-04-23,025-1,1032300038,5,4.75,
2026-04-23,025-1,1032300038,6,4.75,
2026-04-23,025-1,1032300038,7,4.75,
2026-04-23,025-1,1032300038,8,4.75,
2026-04-23,025-1,1032300038,9,4.75,
2026-04-23,025-1,1032300038,10,4.75,
2026-04-23,025-1,1032300038,11,4.75,
2026-04-23,025-1,1032300038,12,4.75,
2026-04-23,025-1,1032300038,13,3.0,
2026-04-23,026-1,1169400001,1,1.0,
2026-03-05,008-1,1108200006,6,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,008-1,1108200006,7,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,008-1,1108200006,8,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,008-1,1108200006,9,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,009-1,1163300002,1,0.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,1,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,2,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,3,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,4,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,5,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,6,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-04-24,004-1,1033000069,1,0.5,
2026-04-24,005-1,1033000069,1,5.0,
2026-04-24,005-1,1033000069,2,5.5,
2026-04-24,005-1,1033000069,3,5.5,
2026-04-24,005-1,1033000069,4,5.5,
2026-04-24,005-1,1033000069,5,5.5,
2026-04-24,005-1,1033000069,6,5.5,
2026-04-24,005-1,1033000069,7,5.5,
2026-04-24,005-1,1033000069,8,5.5,
2026-04-24,005-1,1033000069,9,5.5,
2026-04-24,005-1,1033000069,10,5.5,
2026-04-24,005-1,1033000069,11,5.0,
2026-04-24,005-1,1033000069,12,5.5,
2026-04-24,005-1,1033000069,13,5.0,
2026-04-24,005-1,1033000069,14,5.0,
2026-04-24,005-1,1033000069,15,5.0,
2026-04-24,005-1,1033000069,16,5.0,
2026-04-24,005-1,1033000069,17,5.0,
2026-04-24,005-1,1033000069,18,5.0,
2026-04-24,005-1,1033000069,19,5.0,
2026-04-24,005-1,1033000069,20,5.0,
2026-04-24,005-1,1033000069,21,5.0,
2026-04-24,006-1,1165900002,1,0.5,
2026-04-24,007-1,1165900002,1,5.0,
2026-04-24,007-1,1165900002,2,5.0,
2026-04-24,007-1,1165900002,3,5.0,
2026-04-24,007-1,1165900002,4,5.0,
2026-04-24,007-1,1165900002,5,5.0,
2026-04-24,007-1,1165900002,6,5.0,
2026-04-24,007-1,1165900002,7,5.0,
2026-04-24,007-1,1165900002,8,5.0,
2026-04-24,007-1,1165900002,9,5.0,
2026-04-24,007-1,1165900002,10,5.0,
2026-04-24,007-1,1165900002,11,5.0,
2026-04-24,007-1,1165900002,12,5.0,
2026-04-24,007-1,1165900002,13,5.0,
2026-04-24,007-1,1165900002,14,5.0,
2026-04-24,007-1,1165900002,15,5.0,
2026-04-24,007-1,1165900002,16,5.0,
2026-04-24,007-1,1165900002,17,5.0,
2026-04-24,007-1,1165900002,18,5.0,
2026-04-24,007-1,1165900002,19,5.0,
2026-04-24,007-1,1165900002,20,5.0,
2026-04-24,007-1,1165900002,21,5.0,
2026-04-24,007-1,1165900002,22,5.0,
2026-04-24,007-1,1165900002,23,5.0,
2026-04-24,007-1,1165900002,24,5.0,
2026-04-24,007-1,1165900002,25,5.0,
2026-04-24,007-1,1165900002,26,5.0,
2026-04-24,007-1,1165900002,27,5.0,
2026-04-24,007-1,1165900002,28,5.0,
2026-04-24,007-1,1165900002,29,5.0,
2026-04-24,007-1,1165900002,30,1.0,
2026-04-24,008-1,12400018,1,0.5,
2026-04-24,009-1,12400018,1,4.75,
2026-04-24,009-1,12400018,2,4.75,
2026-04-24,009-1,12400018,3,4.75,
2026-04-24,009-1,12400018,4,4.75,
2026-04-24,009-1,12400018,5,4.75,
2026-04-24,009-1,12400018,6,4.75,
2026-04-24,009-1,12400018,7,4.75,
2026-04-24,009-1,12400018,8,4.75,
2026-04-24,009-1,12400018,9,4.75,
2026-04-24,011-1,1167000001,1,5.5,
2026-04-24,011-1,1167000001,2,1.0,
2026-04-24,025-1,18700047,1,5.5,
2026-04-24,025-1,18700047,2,5.5,
2026-04-24,025-1,18700047,3,5.5,
2026-04-24,025-1,18700047,4,5.5,
2026-04-24,025-1,18700047,5,5.5,
2026-04-24,025-1,18700047,6,5.5,
2026-04-24,025-1,18700047,7,5.5,
2026-04-24,025-1,18700047,8,5.5,
2026-04-24,025-1,18700047,9,5.5,
2026-04-24,025-1,18700047,10,5.5,
2026-04-24,025-1,18700047,11,5.0,
2026-04-24,025-1,18700047,12,5.0,
2026-04-24,025-1,18700047,13,5.0,
2026-04-24,025-1,18700047,14,5.0,
2026-04-24,025-1,18700047,15,5.0,
2026-04-24,025-1,18700047,16,5.0,
2026-04-24,025-1,18700047,17,5.0,
2026-04-24,025-1,18700047,18,5.0,
2026-04-24,025-1,18700047,19,5.0,
2026-04-24,025-1,18700047,20,2.5,
2026-03-05,010-1,1163300002,7,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,8,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,9,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,10,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,11,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,12,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,13,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,14,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,15,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,16,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-04-25,003-1,1033000070,1,0.5,
2026-04-25,004-1,1033000070,1,5.0,
2026-04-25,004-1,1033000070,2,5.5,
2026-04-25,004-1,1033000070,3,5.5,
2026-04-25,004-1,1033000070,4,5.5,
2026-04-25,004-1,1033000070,5,5.5,
2026-04-25,004-1,1033000070,6,5.5,
2026-04-25,004-1,1033000070,7,5.0,
2026-04-25,004-1,1033000070,8,4.5,
2026-04-25,004-1,1033000070,9,5.5,
2026-04-25,004-1,1033000070,10,5.5,
2026-04-25,004-1,1033000070,11,5.5,
2026-04-25,004-1,1033000070,12,5.5,
2026-04-25,004-1,1033000070,13,5.5,
2026-04-25,004-1,1033000070,14,5.5,
2026-04-25,004-1,1033000070,15,4.5,
2026-04-25,004-1,1033000070,16,5.5,
2026-04-25,004-1,1033000070,17,5.0,
2026-04-25,004-1,1033000070,18,5.0,
2026-04-25,004-1,1033000070,19,5.0,
2026-04-25,004-1,1033000070,20,5.0,
2026-04-25,004-1,1033000070,21,5.0,
2026-04-25,004-1,1033000070,22,5.0,
2026-04-25,004-1,1033000070,23,5.0,
2026-04-25,005-1,1165900002,1,0.5,
2026-04-25,006-1,1165900002,1,5.0,
2026-04-25,006-1,1165900002,2,5.0,
2026-04-25,006-1,1165900002,3,5.0,
2026-04-25,006-1,1165900002,4,5.0,
2026-04-25,006-1,1165900002,5,5.0,
2026-04-25,006-1,1165900002,6,5.0,
2026-04-25,006-1,1165900002,7,5.0,
2026-04-25,006-1,1165900002,8,5.0,
2026-04-25,006-1,1165900002,9,5.0,
2026-04-25,006-1,1165900002,10,5.0,
2026-04-25,006-1,1165900002,11,5.0,
2026-04-25,006-1,1165900002,12,5.0,
2026-04-25,006-1,1165900002,13,5.0,
2026-04-25,006-1,1165900002,14,5.0,
2026-04-25,006-1,1165900002,15,5.0,
2026-04-25,006-1,1165900002,16,5.0,
2026-04-25,006-1,1165900002,17,5.0,
2026-04-25,006-1,1165900002,18,5.0,
2026-04-25,006-1,1165900002,19,5.0,
2026-04-25,006-1,1165900002,20,5.0,
2026-04-25,006-1,1165900002,21,5.0,
2026-04-25,006-1,1165900002,22,5.0,
2026-04-25,006-1,1165900002,23,5.0,
2026-04-25,006-1,1165900002,24,5.0,
2026-04-25,006-1,1165900002,25,5.0,
2026-04-25,006-1,1165900002,26,5.0,
2026-04-25,006-1,1165900002,27,5.0,
2026-04-25,006-1,1165900002,28,5.0,
2026-04-25,009-1,40800011,1,5.0,
2026-04-25,009-1,40800011,2,5.5,
2026-04-25,009-1,40800011,3,5.5,
2026-04-25,009-1,40800011,4,5.5,
2026-04-25,009-1,40800011,5,5.5,
2026-04-25,009-1,40800011,6,5.5,
2026-04-25,009-1,40800011,7,5.5,
2026-04-25,009-1,40800011,8,5.5,
2026-04-25,009-1,40800011,9,5.5,
2026-04-25,009-1,40800011,10,5.5,
2026-04-25,009-1,40800011,11,5.5,
2026-04-25,009-1,40800011,12,5.0,
2026-04-25,009-1,40800011,13,5.0,
2026-04-25,009-1,40800011,14,5.0,
2026-04-25,009-1,40800011,15,5.0,
2026-04-25,009-1,40800011,16,5.0,
2026-04-25,009-1,40800011,17,5.0,
2026-04-25,009-1,40800011,18,5.0,
2026-04-25,009-1,40800011,19,5.0,
2026-04-25,009-1,40800011,20,5.0,
2026-04-25,009-1,40800011,21,5.0,
2026-04-25,009-1,40800011,22,5.5,
2026-06-05,006-1,20700102,28,5.0,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,006-1,20700102,29,5.0,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,006-1,20700102,30,5.0,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,006-1,20700102,31,5.0,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,006-1,20700102,32,5.0,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,007-1,1108200006,1,0.5,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,008-1,1108200006,1,5.0,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-03-05,010-1,1163300002,17,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,18,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,19,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,20,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,21,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,22,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,23,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,24,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,25,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,26,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,010-1,1163300002,27,1.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,011-1,49100034,1,1.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,016-1,1149500005,1,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,016-1,1149500005,2,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,016-1,1149500005,3,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,016-1,1149500005,4,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,025-1,18700046,1,5.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,025-1,18700046,2,5.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,025-1,18700046,3,5.5,373cb417-172c-487e-af22-bae18b10006c
2026-06-05,008-1,1108200006,2,5.0,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,008-1,1108200006,3,5.0,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,009-1,12400018,1,0.5,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,1,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,2,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-04-27,005-1,49300007,1,0.5,
2026-04-27,006-1,49300007,1,5.0,
2026-04-27,006-1,49300007,2,5.5,
2026-04-27,006-1,49300007,3,5.5,
2026-04-27,006-1,49300007,4,5.5,
2026-04-27,006-1,49300007,5,5.5,
2026-04-27,006-1,49300007,6,5.5,
2026-04-27,006-1,49300007,7,5.5,
2026-04-27,006-1,49300007,8,5.5,
2026-04-27,006-1,49300007,9,5.5,
2026-04-27,006-1,49300007,10,5.5,
2026-04-27,006-1,49300007,11,5.5,
2026-04-27,006-1,49300007,12,5.0,
2026-04-27,006-1,49300007,13,5.5,
2026-04-27,006-1,49300007,14,5.0,
2026-06-05,010-1,12400018,3,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-04-27,027-1,121000007,1,1.0,
2026-06-05,010-1,12400018,4,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,5,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,6,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,7,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,8,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-04-28,003-1,1125500003,1,0.5,
2026-04-28,004-1,1125500003,1,5.0,
2026-04-28,008-1,93200053,1,5.5,
2026-04-28,008-1,93200053,2,5.5,
2026-04-28,008-1,93200053,3,4.0,
2026-04-28,009-1,1091400007,1,0.5,
2026-04-28,010-1,1091400007,1,5.0,
2026-06-05,010-1,12400018,9,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,10,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,11,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,12,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,13,4.25,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,010-1,12400018,14,3.0,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-04-28,026-1,94500019,1,4.0,
2026-04-28,028-1,1164300002,1,5.5,
2026-04-28,028-1,1164300002,2,5.5,
2026-04-28,028-1,1164300002,3,5.5,
2026-04-28,028-1,1164300002,4,5.5,
2026-04-28,028-1,1164300002,5,5.5,
2026-04-28,028-1,1164300002,6,5.5,
2026-04-28,028-1,1164300002,7,5.5,
2026-04-28,028-1,1164300002,8,5.5,
2026-04-28,028-1,1164300002,9,5.5,
2026-04-28,028-1,1164300002,10,5.5,
2026-04-28,028-1,1164300002,11,5.0,
2026-04-28,028-1,1164300002,12,5.0,
2026-04-30,001-1,1140300002,1,0.5,
2026-04-30,002-1,1140300002,1,5.0,
2026-04-30,002-1,1140300002,2,5.5,
2026-04-30,002-1,1140300002,3,5.5,
2026-04-30,002-1,1140300002,4,5.5,
2026-04-30,002-1,1140300002,5,5.5,
2026-04-30,002-1,1140300002,6,5.5,
2026-04-30,002-1,1140300002,7,5.5,
2026-04-30,002-1,1140300002,8,5.5,
2026-04-30,002-1,1140300002,9,5.0,
2026-04-30,002-1,1140300002,10,5.5,
2026-04-30,002-1,1140300002,11,5.5,
2026-04-30,002-1,1140300002,12,5.0,
2026-04-30,002-1,1140300002,13,5.5,
2026-04-30,002-1,1140300002,14,5.0,
2026-04-30,002-1,1140300002,15,5.0,
2026-04-30,002-1,1140300002,16,5.5,
2026-04-30,002-1,1140300002,17,5.5,
2026-04-30,002-1,1140300002,18,5.5,
2026-04-30,002-1,1140300002,19,5.5,
2026-04-30,002-1,1140300002,20,5.5,
2026-04-30,002-1,1140300002,21,5.5,
2026-04-30,002-1,1140300002,22,5.5,
2026-04-30,002-1,1140300002,23,5.0,
2026-04-30,002-1,1140300002,24,5.0,
2026-04-30,002-1,1140300002,25,5.0,
2026-04-30,002-1,1140300002,26,5.0,
2026-04-30,002-1,1140300002,27,5.0,
2026-04-30,002-1,1140300002,28,5.0,
2026-04-30,004-1,1125800021,1,4.75,
2026-04-30,004-1,1125800021,2,4.75,
2026-04-30,004-1,1125800021,3,4.75,
2026-04-30,004-1,1125800021,4,4.75,
2026-04-30,004-1,1125800021,5,4.75,
2026-04-30,004-1,1125800021,6,4.75,
2026-04-30,004-1,1125800021,7,4.75,
2026-04-30,004-1,1125800021,8,4.75,
2026-04-30,004-1,1125800021,9,4.75,
2026-04-30,004-1,1125800021,10,4.75,
2026-04-30,004-1,1125800021,11,4.75,
2026-04-30,004-1,1125800021,12,4.75,
2026-04-30,004-1,1125800021,13,4.75,
2026-04-30,004-1,1125800021,14,4.75,
2026-04-30,004-1,1125800021,15,4.75,
2026-04-30,004-1,1125800021,16,4.75,
2026-04-30,004-1,1125800021,17,4.75,
2026-04-30,004-1,1125800021,18,4.75,
2026-04-30,004-1,1125800021,19,4.75,
2026-04-30,004-1,1125800021,20,4.75,
2026-04-30,004-1,1125800021,21,4.75,
2026-04-30,004-1,1125800021,22,4.75,
2026-04-30,004-1,1125800021,23,4.75,
2026-04-30,004-1,1125800021,24,4.75,
2026-04-30,004-1,1125800021,25,4.75,
2026-04-30,004-1,1125800021,26,4.75,
2026-04-30,004-1,1125800021,27,4.75,
2026-03-05,025-1,18700046,4,5.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,025-1,18700046,5,5.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,025-1,18700046,6,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,025-1,18700046,7,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-05,025-1,18700046,8,3.0,373cb417-172c-487e-af22-bae18b10006c
2026-06-05,011-1,3600225,1,0.5,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-03-06,001-1,1166200001,1,0.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,1,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,2,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,3,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,4,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,5,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,6,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,7,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,8,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,9,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,10,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,11,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-04-30,007-1,10500016,1,0.5,
2026-04-30,008-1,10500016,1,5.0,
2026-04-30,008-1,10500016,2,5.0,
2026-04-30,008-1,10500016,3,5.0,
2026-04-30,008-1,10500016,4,5.0,
2026-04-30,008-1,10500016,5,5.0,
2026-04-30,008-1,10500016,6,5.0,
2026-04-30,008-1,10500016,7,5.0,
2026-04-30,008-1,10500016,8,5.0,
2026-04-30,008-1,10500016,9,5.0,
2026-04-30,008-1,10500016,10,5.0,
2026-04-30,008-1,10500016,11,5.0,
2026-04-30,008-1,10500016,12,5.0,
2026-04-30,008-1,10500016,13,5.0,
2026-04-30,008-1,10500016,14,5.0,
2026-04-30,008-1,10500016,15,5.0,
2026-04-30,008-1,10500016,16,5.0,
2026-04-30,008-1,10500016,17,5.0,
2026-04-30,008-1,10500016,18,5.0,
2026-04-30,008-1,10500016,19,5.0,
2026-04-30,008-1,10500016,20,5.0,
2026-04-30,008-1,10500016,21,5.0,
2026-04-30,008-1,10500016,22,5.0,
2026-04-30,008-1,10500016,23,5.0,
2026-04-30,008-1,10500016,24,5.0,
2026-04-30,008-1,10500016,25,5.0,
2026-04-30,008-1,10500016,26,5.0,
2026-04-30,010-1,1169400001,1,4.75,
2026-04-30,010-1,1169400001,2,4.75,
2026-04-30,010-1,1169400001,3,4.75,
2026-04-30,010-1,1169400001,4,1.5,
2026-06-05,012-1,3600225,1,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,012-1,3600225,2,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,012-1,3600225,3,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-04-30,025-1,1031800008,1,5.0,
2026-04-30,025-1,1031800008,2,5.0,
2026-04-30,025-1,1031800008,3,5.0,
2026-04-30,025-1,1031800008,4,5.0,
2026-04-30,025-1,1031800008,5,5.0,
2026-04-30,025-1,1031800008,6,5.0,
2026-04-30,025-1,1031800008,7,5.0,
2026-04-30,025-1,1031800008,8,5.0,
2026-04-30,025-1,1031800008,9,5.0,
2026-04-30,025-1,1031800008,10,5.0,
2026-04-30,025-1,1031800008,11,5.0,
2026-04-30,025-1,1031800008,12,5.0,
2026-04-30,025-1,1031800008,13,5.0,
2026-04-30,025-1,1031800008,14,5.0,
2026-04-30,025-1,1031800008,15,1.0,
2026-04-30,026-1,1140300002,1,5.0,
2026-04-30,026-1,1140300002,2,5.0,
2026-04-30,026-1,1140300002,3,5.0,
2026-04-30,026-1,1140300002,4,5.0,
2026-03-06,002-1,1166200001,12,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,13,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,14,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,15,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,002-1,1166200001,16,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-06-05,012-1,3600225,4,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,012-1,3600225,5,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,012-1,3600225,6,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,012-1,3600225,7,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,012-1,3600225,8,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-06-05,012-1,3600225,9,4.75,8ee68c5d-2d9f-4ac8-9a32-90859283468b
2026-03-06,007-1,1011500016,1,3.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,008-1,20700109,1,0.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,1,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,2,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,3,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,4,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,5,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,6,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,7,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,8,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,9,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,10,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-06,009-1,20700109,11,4.75,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,002-1,1167200001,4,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,002-1,1167200001,5,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,002-1,1167200001,6,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,002-1,1167200001,7,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,002-1,1167200001,8,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,002-1,1167200001,9,2.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,003-1,49300007,1,0.5,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,004-1,49300007,1,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,004-1,49300007,2,5.0,373cb417-172c-487e-af22-bae18b10006c
2026-03-10,004-1,49300007,3,5.0,373cb417-172c-487e-af22-bae18b10006c
